repo,text_mode,provider,label,query,expected,embedded_nodes,embedding_build_ms,latency_ms,result_count,rank,reciprocal_rank,hit_at_5,hit_at_20
dagayn-structural-all,metadata,eval-token-hash,merge_ranked_results,function that uses reciprocal rank fusion to merge ranked search results,dagayn/search.py::rrf_merge,8185,631.582,8.656,20,0,0.0,0,0
dagayn-structural-all,metadata,eval-token-hash,read_bounded_source,function that reads bounded source span for embedding text,dagayn/embeddings.py::_read_node_source_excerpt,8185,631.582,0.115,20,14,0.0714,0,1
dagayn-structural-all,metadata,eval-token-hash,narrative_renderer,function that converts a graph node into deterministic natural language static code facts,dagayn/embeddings.py::_node_to_narrative_text,8185,631.582,0.087,20,0,0.0,0,0
dagayn-structural-all,metadata,eval-token-hash,text_mode_benchmark,function that calls embed all nodes for each text mode and measures ranking,dagayn/eval/benchmarks/embedding_text_modes.py::run,8185,631.582,0.079,20,0,0.0,0,0
dagayn-structural-all,metadata,eval-token-hash,temporary_embedding_store,function that creates temporary embedding store and searches configured queries,dagayn/eval/benchmarks/embedding_text_modes.py::run,8185,631.582,0.08,20,0,0.0,0,0
dagayn-structural-all,metadata,eval-token-hash,rebuild_fts,function that rebuilds full text search index and inserts nodes fts rows,crates/dagayn-graph/src/search.rs::GraphStore.rebuild_fts_index,8185,631.582,0.079,20,0,0.0,0,0
dagayn-structural-all,metadata,eval-token-hash,missing_source_fallback,function that returns empty text when source file cannot be read,dagayn/embeddings.py::_read_node_source_excerpt,8185,631.582,0.07,20,0,0.0,0,0
dagayn-structural-all,metadata,eval-token-hash,static_fact_sentences,function that detects calls assignments returns branches loops and renders sentences,dagayn/embeddings.py::_node_to_narrative_text,8185,631.582,0.076,20,0,0.0,0,0
dagayn-structural-all,metadata,eval-token-hash,tested_by_graph_fact,function tested by node to text embedding tests,dagayn/embeddings.py::_node_to_text,8185,631.582,0.068,20,16,0.0625,0,1
dagayn-structural-all,metadata,eval-token-hash,called_by_graph_fact,function called by embed all nodes while embedding graph nodes,dagayn/embeddings.py::_build_graph_facts_by_qualified_name,8185,631.582,0.071,20,0,0.0,0,0
dagayn-structural-all,body,eval-token-hash,merge_ranked_results,function that uses reciprocal rank fusion to merge ranked search results,dagayn/search.py::rrf_merge,8185,1178.287,8.822,20,0,0.0,0,0
dagayn-structural-all,body,eval-token-hash,read_bounded_source,function that reads bounded source span for embedding text,dagayn/embeddings.py::_read_node_source_excerpt,8185,1178.287,0.125,20,0,0.0,0,0
dagayn-structural-all,body,eval-token-hash,narrative_renderer,function that converts a graph node into deterministic natural language static code facts,dagayn/embeddings.py::_node_to_narrative_text,8185,1178.287,0.1,20,0,0.0,0,0
dagayn-structural-all,body,eval-token-hash,text_mode_benchmark,function that calls embed all nodes for each text mode and measures ranking,dagayn/eval/benchmarks/embedding_text_modes.py::run,8185,1178.287,0.104,20,6,0.1667,0,1
dagayn-structural-all,body,eval-token-hash,temporary_embedding_store,function that creates temporary embedding store and searches configured queries,dagayn/eval/benchmarks/embedding_text_modes.py::run,8185,1178.287,0.093,20,0,0.0,0,0
dagayn-structural-all,body,eval-token-hash,rebuild_fts,function that rebuilds full text search index and inserts nodes fts rows,crates/dagayn-graph/src/search.rs::GraphStore.rebuild_fts_index,8185,1178.287,0.082,20,0,0.0,0,0
dagayn-structural-all,body,eval-token-hash,missing_source_fallback,function that returns empty text when source file cannot be read,dagayn/embeddings.py::_read_node_source_excerpt,8185,1178.287,0.08,20,0,0.0,0,0
dagayn-structural-all,body,eval-token-hash,static_fact_sentences,function that detects calls assignments returns branches loops and renders sentences,dagayn/embeddings.py::_node_to_narrative_text,8185,1178.287,0.091,20,0,0.0,0,0
dagayn-structural-all,body,eval-token-hash,tested_by_graph_fact,function tested by node to text embedding tests,dagayn/embeddings.py::_node_to_text,8185,1178.287,0.08,20,0,0.0,0,0
dagayn-structural-all,body,eval-token-hash,called_by_graph_fact,function called by embed all nodes while embedding graph nodes,dagayn/embeddings.py::_build_graph_facts_by_qualified_name,8185,1178.287,0.061,20,0,0.0,0,0
dagayn-structural-all,structured,eval-token-hash,merge_ranked_results,function that uses reciprocal rank fusion to merge ranked search results,dagayn/search.py::rrf_merge,8185,1175.883,8.668,20,0,0.0,0,0
dagayn-structural-all,structured,eval-token-hash,read_bounded_source,function that reads bounded source span for embedding text,dagayn/embeddings.py::_read_node_source_excerpt,8185,1175.883,0.11,20,0,0.0,0,0
dagayn-structural-all,structured,eval-token-hash,narrative_renderer,function that converts a graph node into deterministic natural language static code facts,dagayn/embeddings.py::_node_to_narrative_text,8185,1175.883,0.084,20,0,0.0,0,0
dagayn-structural-all,structured,eval-token-hash,text_mode_benchmark,function that calls embed all nodes for each text mode and measures ranking,dagayn/eval/benchmarks/embedding_text_modes.py::run,8185,1175.883,0.088,20,7,0.1429,0,1
dagayn-structural-all,structured,eval-token-hash,temporary_embedding_store,function that creates temporary embedding store and searches configured queries,dagayn/eval/benchmarks/embedding_text_modes.py::run,8185,1175.883,0.072,20,0,0.0,0,0
dagayn-structural-all,structured,eval-token-hash,rebuild_fts,function that rebuilds full text search index and inserts nodes fts rows,crates/dagayn-graph/src/search.rs::GraphStore.rebuild_fts_index,8185,1175.883,0.07,20,0,0.0,0,0
dagayn-structural-all,structured,eval-token-hash,missing_source_fallback,function that returns empty text when source file cannot be read,dagayn/embeddings.py::_read_node_source_excerpt,8185,1175.883,0.074,20,0,0.0,0,0
dagayn-structural-all,structured,eval-token-hash,static_fact_sentences,function that detects calls assignments returns branches loops and renders sentences,dagayn/embeddings.py::_node_to_narrative_text,8185,1175.883,0.076,20,0,0.0,0,0
dagayn-structural-all,structured,eval-token-hash,tested_by_graph_fact,function tested by node to text embedding tests,dagayn/embeddings.py::_node_to_text,8185,1175.883,0.064,20,0,0.0,0,0
dagayn-structural-all,structured,eval-token-hash,called_by_graph_fact,function called by embed all nodes while embedding graph nodes,dagayn/embeddings.py::_build_graph_facts_by_qualified_name,8185,1175.883,0.06,20,0,0.0,0,0
dagayn-structural-all,narrative,eval-token-hash,merge_ranked_results,function that uses reciprocal rank fusion to merge ranked search results,dagayn/search.py::rrf_merge,8185,2220.952,9.833,20,1,1.0,1,1
dagayn-structural-all,narrative,eval-token-hash,read_bounded_source,function that reads bounded source span for embedding text,dagayn/embeddings.py::_read_node_source_excerpt,8185,2220.952,0.107,20,0,0.0,0,0
dagayn-structural-all,narrative,eval-token-hash,narrative_renderer,function that converts a graph node into deterministic natural language static code facts,dagayn/embeddings.py::_node_to_narrative_text,8185,2220.952,0.112,20,0,0.0,0,0
dagayn-structural-all,narrative,eval-token-hash,text_mode_benchmark,function that calls embed all nodes for each text mode and measures ranking,dagayn/eval/benchmarks/embedding_text_modes.py::run,8185,2220.952,0.099,20,20,0.05,0,1
dagayn-structural-all,narrative,eval-token-hash,temporary_embedding_store,function that creates temporary embedding store and searches configured queries,dagayn/eval/benchmarks/embedding_text_modes.py::run,8185,2220.952,0.098,20,3,0.3333,1,1
dagayn-structural-all,narrative,eval-token-hash,rebuild_fts,function that rebuilds full text search index and inserts nodes fts rows,crates/dagayn-graph/src/search.rs::GraphStore.rebuild_fts_index,8185,2220.952,0.077,20,0,0.0,0,0
dagayn-structural-all,narrative,eval-token-hash,missing_source_fallback,function that returns empty text when source file cannot be read,dagayn/embeddings.py::_read_node_source_excerpt,8185,2220.952,0.078,20,0,0.0,0,0
dagayn-structural-all,narrative,eval-token-hash,static_fact_sentences,function that detects calls assignments returns branches loops and renders sentences,dagayn/embeddings.py::_node_to_narrative_text,8185,2220.952,0.074,20,0,0.0,0,0
dagayn-structural-all,narrative,eval-token-hash,tested_by_graph_fact,function tested by node to text embedding tests,dagayn/embeddings.py::_node_to_text,8185,2220.952,0.068,20,1,1.0,1,1
dagayn-structural-all,narrative,eval-token-hash,called_by_graph_fact,function called by embed all nodes while embedding graph nodes,dagayn/embeddings.py::_build_graph_facts_by_qualified_name,8185,2220.952,0.092,20,0,0.0,0,0
